company,source_row_index,title,location,publish_date,post_url,business_line,filter_keep,filter_reasons,source_schema
腾讯,19,微信-产品经理-AI方向,广州,2026-04-02,http://careers.tencent.com/jobdesc.html?postId=2037392058448248832,WXG / 微信AI助手,True,,tencent
腾讯,20,微信支付-基础产品经理,深圳,2026-06-02,http://careers.tencent.com/jobdesc.html?postId=2059110495713144832,WXG / 微信支付,True,,tencent
腾讯,21,QClaw-工具类应用产品经理,深圳,2026-06-02,http://careers.tencent.com/jobdesc.html?postId=1935523795389513728,CSIG / 安全管家,True,,tencent
腾讯,22,企业微信-基础产品经理,广州,2026-05-29,http://careers.tencent.com/jobdesc.html?postId=1994013057063473152,WXG / 企业微信SaaS,True,,tencent
腾讯,23,智能审核平台产品经理,北京,2026-05-15,http://careers.tencent.com/jobdesc.html?postId=2052322555175550976,PCG / 星航内容管线,True,,tencent
腾讯,24,AI产品经理-AI生成游戏,深圳,2026-05-14,http://careers.tencent.com/jobdesc.html?postId=2011285787706019840,IEG / IEG微信游戏合作中心-小游戏合集,True,,tencent
腾讯,25,​​腾讯云AI语音产品经理​​,深圳,2026-04-29,http://careers.tencent.com/jobdesc.html?postId=2046718048437694464,CSIG / 腾讯云,True,,tencent
腾讯,26,研效洞察平台产品经理,深圳,2026-04-20,http://careers.tencent.com/jobdesc.html?postId=2034093357088796672,TEG / 研发效能（旧）,False,要求5年以上工作经验,tencent
腾讯,27,腾讯会议-评测产品经理,深圳,2026-04-07,http://careers.tencent.com/jobdesc.html?postId=2041409199149314048,CSIG / 腾讯会议,True,,tencent
腾讯,28,腾讯会议-增长产品经理,深圳,2026-04-02,http://careers.tencent.com/jobdesc.html?postId=2039624806697168896,CSIG / 腾讯会议,True,,tencent
腾讯,29,腾讯云- MaaS高级产品经理,深圳,2026-04-01,http://careers.tencent.com/jobdesc.html?postId=2034975730101809152,CSIG / 腾讯云-云原生,True,,tencent
腾讯,30,SSV-AI 创新应用产品经理,深圳,2026-03-26,http://careers.tencent.com/jobdesc.html?postId=2034536535780655104,CDG / CDG公共,True,,tencent
腾讯,31,元宝增长策略产品经理,深圳,2026-03-23,http://careers.tencent.com/jobdesc.html?postId=2035264704259194880,CSIG / 元宝,True,,tencent
腾讯,32,元宝-整合营销产品经理,深圳,2026-03-23,http://careers.tencent.com/jobdesc.html?postId=2035265036687142912,CSIG / 元宝,False,要求5年以上工作经验,tencent
腾讯,33,元宝-整合营销产品经理,北京,2026-03-23,http://careers.tencent.com/jobdesc.html?postId=2035265034589995008,CSIG / 元宝,False,要求5年以上工作经验,tencent
腾讯,34,企业微信-产品经理-AI方向,广州,2026-06-08,http://careers.tencent.com/jobdesc.html?postId=1880770535693004800,WXG / 企业微信SaaS,True,,tencent
腾讯,35,元宝-大模型评测产品经理,北京,2026-06-05,http://careers.tencent.com/jobdesc.html?postId=1984457407304196096,CSIG / 元宝,True,,tencent
腾讯,36,智能体-策略产品经理-CodeBuddy/WorkBuddy,深圳,2026-06-05,http://careers.tencent.com/jobdesc.html?postId=1949322738699182080,CSIG / 腾讯云-Codebuddy-C端专用,False,要求5年以上工作经验,tencent
腾讯,37,智能体-策划产品经理-CodeBuddy/WorkBuddy,深圳,2026-06-02,http://careers.tencent.com/jobdesc.html?postId=1949322741660385280,CSIG / 腾讯云-Codebuddy-C端专用,False,要求5年以上工作经验,tencent
腾讯,38,信用卡现金借贷-产品经理,深圳,2026-05-29,http://careers.tencent.com/jobdesc.html?postId=1907327403282247680,CDG / 信用卡业务-场景分期,False,要求5年以上工作经验,tencent
腾讯,39,智能体-B端产品经理-Workbuddy/CodeBuddy,深圳,2026-05-25,http://careers.tencent.com/jobdesc.html?postId=2058757441348349952,CSIG / 腾讯云-Codebuddy-B端专用,False,要求5年以上工作经验,tencent
腾讯,40,腾讯云-AI供应链产品经理,深圳,2026-05-25,http://careers.tencent.com/jobdesc.html?postId=2026121516504215552,CSIG / 腾讯云,False,要求5年以上工作经验,tencent
腾讯,41,腾讯地图-AI语音产品经理,北京,2026-05-06,http://careers.tencent.com/jobdesc.html?postId=1995425138451046400,CSIG / 腾讯地图APP,True,,tencent
腾讯,42,AI 原生产品经理-游戏方向,深圳,2026-04-28,http://careers.tencent.com/jobdesc.html?postId=2049014853242355712,IEG / ProjectD-手游APP,True,,tencent
腾讯,43,元宝AI运营平台产品经理,深圳,2026-03-23,http://careers.tencent.com/jobdesc.html?postId=2035264866276769792,CSIG / 元宝,True,,tencent
腾讯,44,企业微信-产品经理-生态合作,广州,2026-06-05,http://careers.tencent.com/jobdesc.html?postId=1996181132168814592,WXG / 企业微信SaaS,True,,tencent
腾讯,45,高级产品经理 -金融支付方向,深圳,2026-06-05,http://careers.tencent.com/jobdesc.html?postId=1970768314632396800,CDG / Tango,False,要求5年以上工作经验,tencent
腾讯,46,智能体-商业化产品经理-CodeBuddy/WorkBuddy,上海,2026-06-04,http://careers.tencent.com/jobdesc.html?postId=2059816926359764992,CSIG / 腾讯云-Codebuddy-C端专用,True,,tencent
腾讯,47,智能体-商业化产品经理-CodeBuddy/WorkBuddy,深圳,2026-06-04,http://careers.tencent.com/jobdesc.html?postId=2059816924258414592,CSIG / 腾讯云-Codebuddy-C端专用,True,,tencent
腾讯,48,腾讯安全-网络安全产品经理,北京,2026-06-04,http://careers.tencent.com/jobdesc.html?postId=2032327416382386176,CSIG / 基础安全-三部,False,要求5年以上工作经验,tencent
腾讯,49,金融科技-尽职调查产品经理,深圳,2026-06-03,http://careers.tencent.com/jobdesc.html?postId=2006252632364175360,CDG / 反洗钱与风控公共能力,False,要求5年以上工作经验,tencent
